Category,Message Code,Severity,Message Text,Message Description,Local Target Format,Remote Target Format
RADIUS Diagnostics,12509,INFO,EAP-TLS full handshake finished successfully,EAP-TLS full handshake finished successfully.,"<timestamp> <seq_num> 12509 INFO EAP: EAP-TLS full handshake finished successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12509
                                 INFO EAP: EAP-TLS full handshake finished successfully, <log details>"
RADIUS Diagnostics,12509,INFO,EAP-TLS full handshake finished successfully,EAP-TLS full handshake finished successfully.,"<timestamp> <seq_num> 12509 INFO EAP: EAP-TLS full handshake finished successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12509
                                 INFO EAP: EAP-TLS full handshake finished successfully, <log details>"
RADIUS Diagnostics,12510,INFO,EAP-TLS session resumed successfully,EAP-TLS short handshake finished successfully - resumed previous session.,"<timestamp> <seq_num> 12510 INFO EAP: EAP-TLS session resumed successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12510
                                 INFO EAP: EAP-TLS session resumed successfully, <log details>"
RADIUS Diagnostics,12510,INFO,EAP-TLS session resumed successfully,EAP-TLS short handshake finished successfully - resumed previous session.,"<timestamp> <seq_num> 12510 INFO EAP: EAP-TLS session resumed successfully, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12510
                                 INFO EAP: EAP-TLS session resumed successfully, <log details>"
RADIUS Diagnostics,12511,WARN,Unexpectedly received TLS alert message; treating as a rejection by the client,"While trying to negotiate a TLS handshake with the client, ISE received an unexpected TLS alert message. This might be due
                                 to the supplicant not trusting the ISE server certificate for some reason. ISE treated the unexpected message as a sign that
                                 the client rejected the tunnel establishment.","<timestamp> <seq_num> 12511 WARN EAP: Unexpectedly received TLS alert message; treating as a rejection by the client, <log
                                 details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12511
                                 WARN EAP: Unexpectedly received TLS alert message; treating as a rejection by the client, <log details>"
RADIUS Diagnostics,12511,WARN,Unexpectedly received TLS alert message; treating as a rejection by the client,"While trying to negotiate a TLS handshake with the client, ISE received an unexpected TLS alert message. This might be due
                                 to the supplicant not trusting the ISE server certificate for some reason. ISE treated the unexpected message as a sign that
                                 the client rejected the tunnel establishment.","<timestamp> <seq_num> 12511 WARN EAP: Unexpectedly received TLS alert message; treating as a rejection by the client, <log
                                 details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12511
                                 WARN EAP: Unexpectedly received TLS alert message; treating as a rejection by the client, <log details>"
RADIUS Diagnostics,12512,WARN,Treat the unexpected TLS acknowledge message as a rejection from the client,Treat the unexpected TLS acknowledge message during tunnel building as a rejection from the client,"<timestamp> <seq_num> 12512 WARN EAP: Treat the unexpected TLS acknowledge message as a rejection from the client, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12512
                                 WARN EAP: Treat the unexpected TLS acknowledge message as a rejection from the client, <log details>"
RADIUS Diagnostics,12512,WARN,Treat the unexpected TLS acknowledge message as a rejection from the client,Treat the unexpected TLS acknowledge message during tunnel building as a rejection from the client,"<timestamp> <seq_num> 12512 WARN EAP: Treat the unexpected TLS acknowledge message as a rejection from the client, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12512
                                 WARN EAP: Treat the unexpected TLS acknowledge message as a rejection from the client, <log details>"
RADIUS Diagnostics,12513,WARN,Could not establish the EAP TLS SSL session,Could not establish the EAP TLS SSL session,"<timestamp> <seq_num> 12513 WARN EAP: Could not establish the EAP TLS SSL session, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12513
                                 WARN EAP: Could not establish the EAP TLS SSL session, <log details>"
RADIUS Diagnostics,12513,WARN,Could not establish the EAP TLS SSL session,Could not establish the EAP TLS SSL session,"<timestamp> <seq_num> 12513 WARN EAP: Could not establish the EAP TLS SSL session, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12513
                                 WARN EAP: Could not establish the EAP TLS SSL session, <log details>"
RADIUS Diagnostics,12514,WARN,EAP-TLS failed SSL/TLS handshake because of an unknown CA in the client certificates chain,EAP-TLS failed SSL/TLS handshake because of an unknown CA in the client certificates chain,"<timestamp> <seq_num> 12514 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an unknown CA in the client certificates
                                 chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12514
                                 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an unknown CA in the client certificates chain, <log details>"
RADIUS Diagnostics,12514,WARN,EAP-TLS failed SSL/TLS handshake because of an unknown CA in the client certificates chain,EAP-TLS failed SSL/TLS handshake because of an unknown CA in the client certificates chain,"<timestamp> <seq_num> 12514 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an unknown CA in the client certificates
                                 chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12514
                                 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an unknown CA in the client certificates chain, <log details>"
RADIUS Diagnostics,12515,WARN,EAP-TLS failed SSL/TLS handshake because of an expired CRL associated with a CA in the client certificates chain,EAP-TLS failed SSL/TLS handshake because of an expired CRL associated with a CA in the client certificates chain,"<timestamp> <seq_num> 12515 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an expired CRL associated with a CA in the
                                 client certificates chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12515
                                 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an expired CRL associated with a CA in the client certificates chain,
                                 <log details>"
RADIUS Diagnostics,12515,WARN,EAP-TLS failed SSL/TLS handshake because of an expired CRL associated with a CA in the client certificates chain,EAP-TLS failed SSL/TLS handshake because of an expired CRL associated with a CA in the client certificates chain,"<timestamp> <seq_num> 12515 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an expired CRL associated with a CA in the
                                 client certificates chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12515
                                 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an expired CRL associated with a CA in the client certificates chain,
                                 <log details>"
RADIUS Diagnostics,12516,WARN,EAP-TLS failed SSL/TLS handshake because of an expired certificate in the client certificates chain,EAP-TLS failed SSL/TLS handshake because of an expired certificate in the client certificates chain,"<timestamp> <seq_num> 12516 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an expired certificate in the client certificates
                                 chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12516
                                 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an expired certificate in the client certificates chain, <log details>"
RADIUS Diagnostics,12516,WARN,EAP-TLS failed SSL/TLS handshake because of an expired certificate in the client certificates chain,EAP-TLS failed SSL/TLS handshake because of an expired certificate in the client certificates chain,"<timestamp> <seq_num> 12516 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an expired certificate in the client certificates
                                 chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12516
                                 WARN EAP: EAP-TLS failed SSL/TLS handshake because of an expired certificate in the client certificates chain, <log details>"
RADIUS Diagnostics,12517,WARN,EAP-TLS failed SSL/TLS handshake because of a revoked certificate in the client certificate chain,EAP-TLS failed SSL/TLS handshake because of a revoked certificate in the client certificate chain,"<timestamp> <seq_num> 12517 WARN EAP: EAP-TLS failed SSL/TLS handshake because of a revoked certificate in the client certificate
                                 chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12517
                                 WARN EAP: EAP-TLS failed SSL/TLS handshake because of a revoked certificate in the client certificate chain, <log details>"
RADIUS Diagnostics,12517,WARN,EAP-TLS failed SSL/TLS handshake because of a revoked certificate in the client certificate chain,EAP-TLS failed SSL/TLS handshake because of a revoked certificate in the client certificate chain,"<timestamp> <seq_num> 12517 WARN EAP: EAP-TLS failed SSL/TLS handshake because of a revoked certificate in the client certificate
                                 chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12517
                                 WARN EAP: EAP-TLS failed SSL/TLS handshake because of a revoked certificate in the client certificate chain, <log details>"
RADIUS Diagnostics,12518,WARN,EAP-TLS failed SSL/TLS handshake because of a bad certificate in the client certificate chain,EAP-TLS failed SSL/TLS handshake because of a bad certificate in the client certificate chain,"<timestamp> <seq_num> 12518 WARN EAP: EAP-TLS failed SSL/TLS handshake because of a bad certificate in the client certificate
                                 chain, <log details>","<pri_num> <timestamp> <IP address/hostname> <CISE_logging category> <msg_id> <total seg> <seg num><timestamp> <seq_num> 12518
                                 WARN EAP: EAP-TLS failed SSL/TLS handshake because of a bad certificate in the client certificate chain, <log details>"
